temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality
29.45,53.43,459,1901,892,-65,14.4,Good
46.97,51.62,1045,2015,1140,-64,11.6,Hazardous
31.54,44.05,619,2923,910,-60,12.4,Hazardous
27.26,50.32,477,2007,837,-57,12.4,Good
27.87,45.93,481,2042,873,-49,11.3,Good
29.52,46.68,461,2096,893,-55,11.1,Good
28.71,46.91,523,2016,907,-57,12.8,Good
27.43,49.66,470,1906,817,-66,12.9,Good
28.88,55.45,465,1854,861,-64,12.3,Good
30.26,52.08,464,1905,956,-61,11.8,Moderate
33.98,50.26,594,2104,1000,-60,10.2,Moderate
29.31,54.99,480,1998,839,-50,12.9,Good
32.58,48.35,470,2006,815,-57,12.5,Good
27.39,50.37,446,2060,889,-65,11.1,Good
28.12,55.23,448,1987,860,-61,14.6,Good
27.98,49.88,452,2033,901,-53,11.7,Good
31.1,53.63,445,1932,825,-60,12.7,Good
31.32,48.54,483,1823,838,-56,13.3,Good
30.94,50.08,456,2030,915,-55,13.6,Good
32.26,53.58,617,2087,1058,-55,10.4,Moderate
31.88,51.48,521,1993,863,-65,13.1,Moderate
29.03,55.77,473,1938,889,-63,13.1,Good
27.88,54.32,472,2129,920,-55,9.5,Good
28.76,51.37,507,2035,859,-65,14.6,Good
30.4,43.98,522,2061,957,-56,12.4,Good
28.09,61.89,473,2087,911,-61,10.8,Good
28.89,54.68,654,2000,997,-55,11.5,Moderate
29.13,44.95,468,1769,897,-66,12.0,Good
31.23,85.48,654,2093,1496,-54,12.7,Moderate
34.68,59.76,586,3049,834,-54,10.4,Hazardous
30.97,55.59,479,2080,784,-60,10.1,Good
30.27,49.92,431,1905,817,-60,12.9,Good
28.03,51.82,455,1921,921,-62,9.8,Good
31.78,44.0,634,2021,931,-46,13.1,Moderate
31.44,54.13,536,2052,881,-60,15.0,Good
28.3,63.31,474,2008,890,-61,10.9,Good
26.0,52.29,423,2054,903,-63,12.5,Good
30.09,44.94,442,1833,889,-76,10.5,Good
27.71,56.15,436,1954,907,-61,15.6,Good
35.62,51.51,623,2417,848,-60,8.4,Hazardous
53.09,56.0,805,1874,1182,-57,11.5,Hazardous
30.75,57.01,451,1676,873,-67,10.8,Good
31.37,50.14,440,2091,885,-61,12.0,Good
32.18,48.37,625,1847,854,-57,11.9,Moderate
32.52,54.96,642,2174,1027,-61,13.1,Moderate
30.75,54.74,445,2166,890,-57,12.1,Good
28.44,57.33,471,1800,813,-57,13.5,Good
32.75,54.64,716,2509,935,-66,13.9,Hazardous
28.31,51.25,491,1912,837,-58,12.1,Good
30.13,50.97,486,1709,840,-59,11.8,Good
29.22,53.5,462,2046,889,-65,12.5,Good
29.56,52.83,446,1953,876,-60,11.0,Good
27.97,49.52,507,2027,851,-62,15.6,Good
27.92,54.46,428,1960,858,-70,12.7,Good
28.25,47.12,485,1986,871,-57,12.3,Good
28.82,51.07,545,2144,1022,-60,12.7,Moderate
28.18,48.58,470,2014,824,-58,11.9,Good
28.69,51.3,442,2051,891,-58,12.0,Good
28.43,46.89,494,1842,867,-60,12.8,Good
30.08,46.73,495,2059,797,-65,13.4,Good
25.12,51.14,449,1875,897,-59,10.7,Good
30.65,55.74,590,1996,927,-58,10.5,Moderate
30.08,54.92,484,1990,932,-57,14.2,Good
28.16,54.46,434,1964,842,-60,8.8,Good
32.21,52.77,505,2056,903,-57,14.0,Good
28.76,48.0,483,1889,850,-61,11.7,Good
30.46,54.21,533,1879,829,-59,16.1,Good
29.84,56.74,470,2022,869,-59,9.8,Good
29.26,52.18,480,1945,890,-55,15.8,Good
29.26,54.6,473,2012,847,-67,13.9,Good
33.08,44.09,589,2034,959,-56,10.6,Moderate
39.19,55.56,1052,1987,1326,-51,11.0,Hazardous
29.76,48.02,492,1888,869,-58,9.9,Good
28.32,53.53,426,2040,821,-58,12.2,Good
31.25,51.64,469,1885,798,-54,11.4,Good
39.72,50.67,733,1926,1171,-59,9.4,Hazardous
27.05,46.35,549,2053,796,-67,12.1,Good
29.25,47.55,497,2081,966,-47,13.0,Good
29.05,53.79,488,1814,810,-55,14.0,Good
34.73,49.71,859,2676,838,-60,11.4,Hazardous
28.74,48.21,488,2192,921,-64,11.3,Good
28.92,54.38,469,1990,843,-61,11.3,Good
27.44,48.93,439,1924,830,-62,12.4,Good
30.42,51.98,406,1874,890,-64,11.4,Good
30.06,55.22,591,1902,1012,-62,11.0,Moderate
30.37,49.82,408,1992,818,-61,12.6,Good
28.01,43.41,439,2129,877,-55,14.5,Good
33.49,48.87,653,2046,881,-65,10.5,Moderate
30.27,46.99,469,2096,896,-56,11.7,Good
30.86,56.17,585,1933,1009,-69,12.2,Moderate
29.02,57.74,481,2086,902,-53,10.5,Good
27.14,61.37,404,1992,869,-55,14.9,Good
26.32,53.43,478,1942,881,-58,14.4,Good
27.86,49.82,422,1973,871,-52,11.8,Good
29.21,51.29,486,2064,848,-57,11.9,Good
29.82,42.07,468,1892,880,-65,11.8,Good
29.54,47.49,496,1953,810,-50,12.0,Good
29.83,47.87,466,2091,862,-64,13.4,Good
27.31,59.74,501,1974,835,-56,12.6,Good
29.66,51.54,559,2022,992,-58,13.1,Moderate
28.03,61.52,427,2066,978,-51,12.8,Good
28.56,52.1,497,2207,912,-60,11.0,Good
26.09,56.64,462,2097,970,-60,12.2,Good
29.17,50.25,510,1978,820,-65,10.7,Good
30.49,56.48,551,2099,986,-69,13.4,Moderate
29.72,59.99,571,1976,992,-54,13.3,Moderate
29.33,57.44,518,2115,852,-64,9.8,Good
28.17,48.21,508,2097,921,-57,13.0,Good
25.91,49.16,476,2155,904,-64,10.2,Good
29.53,64.62,684,1910,1332,-63,11.1,Moderate
29.72,47.26,548,2101,935,-59,12.3,Moderate
28.32,53.13,466,1937,928,-57,11.7,Good
33.53,59.02,740,3178,853,-66,11.0,Hazardous
28.49,51.7,436,1999,850,-65,13.1,Good
31.82,49.36,552,1945,905,-66,12.0,Moderate
30.15,58.28,569,2055,920,-62,12.0,Moderate
30.43,45.1,438,2127,854,-53,10.2,Good
29.11,60.37,458,2050,842,-52,12.5,Good
30.26,47.22,472,1968,871,-59,10.6,Good
28.77,56.0,476,2081,889,-68,10.8,Good
26.57,54.35,445,1790,936,-59,12.3,Good
27.11,46.23,422,2141,804,-51,10.5,Good
27.97,52.49,443,1968,839,-55,12.8,Good
29.37,52.89,466,1928,841,-59,13.5,Good
27.34,54.61,458,2017,892,-65,12.2,Good
29.35,51.69,475,1948,848,-62,11.8,Good
29.73,52.16,460,1997,900,-60,11.8,Good
28.65,49.77,514,2024,926,-60,10.9,Good
30.93,54.89,513,1902,908,-63,8.4,Good
30.34,52.46,470,2149,874,-62,11.9,Good
29.24,37.78,484,2135,868,-62,12.6,Good
31.62,54.35,476,1960,827,-59,12.1,Good
30.74,50.71,396,2160,834,-62,13.6,Good
27.89,55.98,455,1987,822,-64,11.5,Good
30.53,60.27,496,1841,858,-55,11.8,Good
26.57,50.61,449,1963,917,-66,10.9,Good
34.47,53.8,561,1879,1010,-65,12.1,Moderate
29.83,63.39,476,2178,887,-58,11.7,Good
29.45,54.16,427,2070,810,-56,12.9,Good
31.13,47.69,440,2110,827,-65,12.3,Good
28.93,54.72,467,2004,867,-59,9.9,Good
36.67,54.8,682,2700,903,-59,12.3,Hazardous
27.24,56.93,475,1945,852,-61,11.7,Good
27.98,56.56,474,2029,857,-54,12.1,Good
27.7,51.16,471,1883,784,-48,12.0,Good
28.52,57.46,455,1927,846,-63,10.3,Good
27.03,55.98,612,1949,1401,-52,12.7,Moderate
45.45,43.73,1096,2057,1189,-56,13.7,Hazardous
25.95,49.37,422,2077,911,-62,14.3,Good
27.74,43.6,481,2149,851,-59,10.1,Good
31.25,46.0,469,2158,874,-60,12.5,Good
35.59,52.61,639,2545,816,-59,11.7,Hazardous
27.73,52.21,450,2046,869,-63,12.7,Good
25.71,53.88,425,1863,811,-56,9.8,Good
30.48,54.4,505,1941,919,-59,11.0,Good
31.08,46.24,509,2021,898,-61,12.6,Good
25.21,55.74,453,1945,823,-59,10.7,Good
28.92,50.37,439,1961,846,-55,13.7,Good
27.02,52.97,461,1912,875,-57,8.0,Good
28.96,47.61,484,1934,920,-55,12.0,Good
27.79,50.33,482,1951,800,-68,12.2,Good
27.79,53.5,471,2028,890,-60,12.2,Good
27.31,54.36,478,1912,837,-65,9.2,Good
29.28,57.18,451,2124,890,-52,10.3,Good
32.61,51.7,602,2042,1024,-57,11.9,Moderate
28.81,47.58,441,1954,827,-65,10.6,Good
30.24,48.8,475,1918,877,-48,11.0,Good
33.34,58.3,739,2572,886,-59,10.6,Hazardous
29.45,58.26,494,1852,844,-51,12.9,Good
26.15,57.39,486,1980,867,-57,13.9,Good
31.12,58.89,625,1934,941,-59,11.0,Moderate
29.08,47.97,480,1876,869,-51,11.6,Good
28.37,55.29,394,2061,866,-61,14.2,Good
26.81,48.38,408,2029,903,-52,9.6,Good
29.38,53.5,487,2003,858,-60,14.2,Good
30.14,49.38,533,1920,873,-60,9.8,Good
26.46,54.4,446,2187,902,-60,13.2,Good
25.69,45.38,490,2025,807,-52,13.7,Good
29.94,45.21,444,1988,927,-61,12.3,Good
27.91,52.85,509,1944,859,-64,9.9,Good
26.61,48.3,429,1920,858,-59,14.1,Good
30.4,43.38,471,2131,946,-53,11.2,Good
31.09,47.4,439,2114,870,-56,13.3,Good
27.25,52.37,446,1803,866,-63,12.9,Good
27.32,51.65,479,2051,951,-54,12.0,Good
32.52,62.02,483,2018,883,-60,11.2,Good
35.55,49.44,833,2687,892,-57,11.5,Hazardous
32.2,43.35,526,2025,1004,-50,9.9,Moderate
30.65,48.84,494,2056,916,-62,10.2,Good
28.06,50.33,442,2000,822,-60,11.3,Good
34.85,48.11,706,2102,1418,-62,11.8,Hazardous
29.19,43.77,568,2058,832,-55,13.0,Moderate
30.76,48.87,479,1817,899,-61,11.5,Good
28.49,52.6,432,1957,881,-60,12.5,Good
30.01,41.87,434,2181,908,-61,12.9,Good
28.34,53.93,754,2914,963,-59,9.2,Hazardous
27.85,55.67,501,2105,935,-61,10.5,Good
26.67,51.98,452,1913,803,-61,10.8,Good
27.92,51.19,494,1951,889,-56,10.5,Good
27.34,48.31,480,1892,875,-61,11.6,Good
30.13,54.69,529,2096,893,-69,13.9,Good
31.49,55.28,497,2104,897,-55,9.6,Good
32.74,53.81,411,1768,890,-60,13.1,Good
31.07,49.73,527,1875,977,-56,7.6,Moderate
29.73,55.46,459,1929,801,-60,9.6,Good
27.94,45.59,444,2055,915,-63,14.3,Good
29.07,45.41,443,1988,912,-57,13.9,Good
27.95,54.24,465,1949,853,-63,12.5,Good
29.01,53.66,420,2010,894,-64,14.1,Good
27.8,47.63,465,2005,873,-67,12.5,Good
30.14,47.09,490,1849,862,-65,13.5,Good
29.15,44.78,453,1965,896,-55,9.9,Good
27.08,50.58,495,1894,904,-66,14.4,Good
28.95,68.41,775,1993,1418,-48,11.4,Poor
28.05,42.6,470,1994,851,-55,13.2,Good
29.07,53.57,468,2062,932,-54,15.4,Good
30.26,48.31,509,1972,816,-58,11.6,Good
43.19,53.87,1125,2017,1398,-61,11.5,Hazardous
30.2,53.55,472,2024,880,-62,10.9,Good
31.03,48.63,704,2149,966,-59,13.1,Moderate
28.88,50.83,482,2030,788,-57,10.6,Good
29.21,53.08,453,1940,899,-62,10.4,Good
29.72,53.08,473,2061,903,-57,13.3,Good
28.92,44.17,430,2037,859,-62,12.9,Good
30.07,61.87,467,2091,861,-65,12.1,Good
28.85,54.84,460,2069,947,-62,12.4,Good
29.58,52.89,450,2103,863,-60,10.6,Good
28.28,46.88,495,2144,863,-64,10.8,Good
31.09,52.54,492,1790,1030,-56,13.8,Moderate
27.26,61.09,421,1983,844,-58,13.4,Good
32.44,47.75,486,1956,994,-56,12.1,Moderate
26.94,48.71,454,2198,863,-66,11.8,Good
30.05,55.8,490,2068,921,-54,10.4,Good
27.66,46.46,496,1957,898,-56,12.0,Good
30.31,45.09,465,1861,856,-65,10.5,Good
29.5,53.3,427,2171,878,-54,11.3,Good
30.0,55.67,520,2203,902,-65,11.3,Good
40.15,53.47,663,1988,1301,-57,10.6,Hazardous
28.56,74.62,601,1986,1374,-58,11.9,Poor
29.14,56.44,503,1928,863,-56,12.4,Good
28.08,49.04,494,1907,855,-64,12.8,Good
27.44,50.25,496,1858,899,-52,12.1,Good
29.6,49.57,498,2084,897,-60,13.0,Good
27.67,48.85,432,1991,899,-50,11.0,Good
28.07,57.61,470,1967,860,-51,11.9,Good
30.18,53.1,382,1935,866,-66,11.3,Good
27.45,55.84,492,1933,938,-58,9.1,Good
28.64,53.32,481,2106,877,-53,11.4,Good
30.61,54.48,433,2088,885,-54,13.1,Good
29.35,51.6,503,2178,859,-54,11.7,Good
28.49,54.95,474,2019,818,-59,14.0,Good
29.92,54.51,520,2094,883,-56,11.0,Good
40.55,50.18,787,1968,1122,-52,11.3,Hazardous
28.55,50.91,463,2203,880,-58,12.1,Good
26.75,51.11,468,2068,823,-63,10.3,Good
27.92,55.88,438,2063,850,-62,13.2,Good
35.72,57.95,899,1970,1223,-66,11.5,Hazardous
28.53,50.12,469,1825,849,-53,13.5,Good
28.97,43.7,461,1945,877,-59,12.7,Good
32.24,46.78,655,2006,890,-58,13.0,Moderate
26.77,55.74,543,1899,946,-58,9.2,Moderate
30.24,46.94,507,1942,784,-52,10.1,Good
28.09,52.8,504,1797,862,-54,12.1,Good
26.7,52.84,494,2044,846,-68,12.4,Good
28.89,58.9,655,1874,1054,-66,12.9,Moderate
28.22,54.38,502,2084,861,-61,15.0,Good
31.76,46.74,549,1941,1021,-54,10.1,Moderate
29.33,97.39,668,1956,1126,-54,10.2,Moderate
28.36,51.57,577,2048,927,-58,11.8,Moderate
29.07,61.16,482,1950,811,-56,13.7,Good
32.49,52.63,595,2061,1015,-60,13.1,Moderate
30.71,48.91,663,2065,997,-62,10.1,Moderate
32.87,53.95,541,1945,897,-58,15.2,Moderate
31.55,55.76,474,1843,879,-63,14.1,Good
29.86,52.4,445,1889,943,-60,12.2,Good
32.28,48.86,583,2005,845,-68,13.3,Moderate
31.03,45.24,480,1947,772,-66,12.5,Good
29.28,62.61,421,2170,912,-60,14.2,Good
28.82,52.82,466,1871,834,-58,11.7,Good
28.74,49.22,599,1978,948,-56,12.7,Moderate
27.11,50.38,473,2087,858,-65,10.0,Good
29.31,57.78,435,1928,910,-62,11.8,Good
28.87,52.55,464,1860,921,-74,12.5,Good
50.01,53.99,1103,1931,1296,-59,12.4,Hazardous
28.93,50.52,530,1843,973,-62,12.4,Moderate
34.04,46.97,457,2131,806,-46,11.3,Good
29.08,47.01,450,2067,817,-56,11.0,Good
45.02,49.97,957,1705,1128,-62,9.7,Hazardous
29.99,50.37,464,1947,869,-59,11.2,Good
28.65,49.67,456,2002,767,-52,13.1,Good
29.24,43.27,413,2043,875,-58,13.4,Good
28.02,55.33,474,2263,826,-57,13.4,Good
31.2,55.28,478,2057,924,-61,10.4,Good
28.52,46.94,480,2085,806,-59,12.9,Good
31.7,56.19,495,1919,969,-59,12.3,Good
31.94,55.3,458,2169,819,-63,9.9,Good
28.45,52.29,480,1977,825,-68,14.0,Good
26.76,51.31,486,1963,884,-69,12.3,Good
28.39,47.7,433,2034,887,-59,12.6,Good
30.0,81.0,662,1925,1424,-61,13.4,Poor
28.76,84.62,715,1870,1413,-59,10.2,Moderate
28.84,47.76,469,1991,832,-57,10.1,Good
32.95,53.35,465,1986,851,-55,10.8,Good
27.7,56.27,491,1806,937,-62,12.2,Good
31.12,56.02,504,2004,842,-58,10.8,Good
29.56,57.0,643,2043,1029,-63,11.3,Moderate
29.42,51.07,496,2017,865,-65,13.0,Good
30.28,49.43,539,1999,932,-54,13.4,Moderate
28.33,55.54,491,2116,885,-68,12.0,Good
30.27,57.55,427,2067,885,-51,11.1,Good
30.76,52.14,521,1910,880,-54,15.0,Good
28.61,56.62,450,2129,856,-55,11.9,Good
26.96,50.37,551,2032,872,-66,9.2,Good
27.59,48.56,425,1962,796,-59,10.4,Good
28.68,45.8,477,1902,841,-62,13.8,Good
27.41,44.43,487,2059,916,-49,11.8,Good
27.0,44.96,514,1757,913,-58,11.2,Good
31.99,54.55,535,1958,1047,-55,15.2,Moderate
27.62,51.41,431,1980,889,-58,12.8,Good
27.89,55.33,536,1983,849,-71,11.0,Good
30.39,60.66,457,1904,899,-59,10.4,Good
27.1,45.57,475,1888,897,-55,13.5,Good
28.79,47.71,505,2065,837,-67,11.2,Good
47.5,58.62,1011,1991,1348,-65,10.7,Hazardous
30.41,57.86,449,1828,822,-59,12.9,Good
29.45,52.06,474,2180,902,-60,10.0,Good
31.02,46.0,457,1990,817,-72,10.6,Good
26.97,76.77,527,2152,1445,-62,11.8,Poor
30.19,56.82,577,1775,897,-61,12.6,Moderate
29.73,50.44,740,2462,839,-68,12.6,Hazardous
29.74,50.41,456,2039,866,-65,11.9,Good
27.05,47.31,495,2061,808,-59,13.8,Good
27.75,53.23,421,1880,835,-69,9.5,Good
27.65,57.2,483,2212,867,-55,11.4,Good
26.19,50.59,509,1822,829,-58,12.9,Good
30.43,45.76,499,1913,831,-51,11.5,Good
29.38,56.66,472,2009,934,-64,12.2,Good
29.58,45.66,496,2009,863,-61,13.7,Good
33.64,56.4,802,2662,849,-64,12.3,Hazardous
50.77,53.46,781,2016,1179,-54,13.1,Hazardous
29.49,57.66,463,1925,805,-58,11.8,Good
32.6,52.0,686,3114,852,-64,10.5,Hazardous
30.43,59.78,555,1846,1116,-66,12.2,Moderate
29.34,46.64,427,1955,890,-60,13.5,Good
29.8,52.5,498,2055,906,-56,14.0,Good
30.24,56.17,428,2094,872,-55,14.5,Good
27.37,77.82,656,2066,1424,-64,11.6,Poor
25.61,56.66,469,1982,862,-60,14.5,Good
29.7,53.3,462,2172,903,-55,12.4,Good
28.44,53.85,532,2020,920,-54,12.8,Good
31.49,81.22,699,2011,1381,-59,14.5,Moderate
31.24,58.02,436,1974,893,-71,15.3,Good
30.27,52.2,454,2077,885,-69,11.5,Good
28.19,40.91,499,1944,900,-62,11.5,Good
28.22,48.72,518,1867,904,-68,10.1,Good
27.81,50.8,485,1934,872,-54,12.9,Good
29.84,42.73,451,2012,861,-62,10.7,Good
34.31,63.85,565,2026,996,-54,13.5,Moderate
29.58,50.34,591,2020,863,-59,14.6,Moderate
26.44,49.03,460,2111,902,-57,11.1,Good
31.1,48.9,425,1982,932,-60,11.9,Good
30.35,54.71,949,2583,899,-74,14.4,Hazardous
28.15,42.59,496,2058,870,-56,13.0,Good
26.43,51.11,430,2016,863,-62,13.6,Good
27.52,48.3,473,1908,886,-64,10.5,Good
34.71,47.24,655,2815,858,-61,10.6,Hazardous
35.1,48.7,922,2699,900,-70,12.8,Hazardous
28.96,49.59,494,1948,848,-61,14.2,Good
28.06,41.45,481,1913,858,-55,10.6,Good
28.31,52.44,465,1985,861,-57,9.1,Good
28.6,57.96,469,1983,889,-59,11.8,Good
32.52,60.75,545,2042,876,-68,12.3,Moderate
29.19,55.74,466,1998,858,-62,12.7,Good
30.53,50.35,487,2057,962,-58,14.3,Moderate
28.7,49.63,443,2068,853,-65,12.0,Good
28.21,52.29,429,2065,884,-54,10.7,Good
30.19,45.99,823,2515,860,-63,11.7,Hazardous
30.48,55.64,588,1701,859,-62,11.9,Moderate
30.4,45.64,473,2005,796,-61,11.8,Good
29.53,48.37,478,2085,803,-59,12.8,Good
28.78,45.1,481,2117,852,-63,11.0,Good
32.11,59.85,459,1913,808,-57,16.4,Good
29.31,53.71,468,2055,845,-58,11.6,Good
33.52,47.44,543,2097,968,-62,10.1,Moderate
47.89,48.94,995,1908,1283,-51,13.2,Hazardous
32.84,46.1,593,1778,925,-63,10.0,Moderate
33.57,52.75,510,2013,878,-56,11.8,Moderate
26.88,55.71,443,1933,919,-63,11.6,Good
30.73,47.85,443,2055,869,-60,10.1,Good
29.18,54.11,497,1855,896,-60,13.6,Good
28.0,59.85,545,2019,1016,-64,12.7,Moderate
30.25,50.88,384,1957,899,-59,11.2,Good
30.59,44.71,470,2016,826,-63,10.6,Good
29.89,44.33,627,2069,908,-51,13.9,Moderate
30.4,49.44,467,1874,823,-52,12.6,Good
45.02,49.38,999,1871,1185,-63,12.6,Hazardous
28.46,51.25,473,2054,885,-62,10.2,Good
29.57,56.56,480,1924,815,-59,12.2,Good
29.07,38.65,444,1921,821,-58,14.7,Good
48.45,54.55,956,2000,1394,-67,13.4,Hazardous
30.83,49.8,456,1891,944,-61,12.8,Good
30.23,58.1,500,1856,899,-50,11.5,Good
30.92,52.11,413,1946,911,-57,11.9,Good
31.33,47.63,446,2089,980,-61,11.3,Moderate
28.12,57.89,425,1798,872,-56,12.8,Good
27.03,56.1,414,1997,882,-65,12.4,Good
30.81,47.04,440,2116,885,-57,10.3,Good
29.63,55.29,464,1933,900,-57,9.6,Good
27.72,56.33,415,1907,912,-64,9.5,Good
51.25,48.45,1111,1966,1188,-53,10.2,Hazardous
29.62,51.12,494,1938,889,-50,8.1,Good
26.67,48.4,458,1926,837,-61,13.3,Good
31.23,58.51,499,2183,951,-59,14.1,Good
28.93,57.06,513,2058,854,-62,9.2,Good
29.54,53.46,438,2047,888,-67,11.5,Good
29.03,52.8,469,2068,907,-53,11.5,Good
29.79,48.4,474,1939,841,-58,11.7,Good
29.26,77.3,643,1773,1408,-60,13.8,Poor
31.52,53.11,457,2083,908,-59,11.7,Good
31.11,50.26,481,1960,891,-67,13.3,Good
30.25,51.73,452,1985,864,-62,12.5,Good
28.88,52.27,510,1947,861,-53,8.5,Good
29.0,56.77,461,1893,856,-61,11.4,Good
29.4,52.37,476,2144,858,-52,13.9,Good
27.12,59.92,468,1957,818,-54,11.4,Good
25.85,58.08,469,1948,869,-57,10.9,Good
29.08,53.82,464,1901,849,-59,12.5,Good
28.86,47.53,440,1964,917,-56,11.9,Good
28.58,49.83,455,2139,993,-63,13.0,Good
34.55,47.38,493,3011,913,-49,12.8,Hazardous
25.9,50.36,494,2174,774,-53,11.6,Good
29.86,48.22,556,1915,1065,-53,13.3,Moderate
30.13,54.14,448,2024,853,-64,10.5,Good
29.8,47.23,522,2038,903,-64,12.5,Moderate
31.86,48.64,491,2130,913,-54,11.9,Good
33.25,46.52,665,2805,907,-67,12.5,Hazardous
27.81,47.45,486,1966,825,-66,15.5,Good
30.11,46.24,465,1975,877,-64,12.2,Good
31.0,57.13,449,1847,782,-56,12.4,Good
30.61,60.45,674,2022,1020,-51,11.8,Moderate
30.76,53.68,499,2027,894,-53,9.4,Good
28.3,52.0,439,1941,813,-62,12.8,Good
32.84,54.89,733,1822,950,-56,9.4,Moderate
30.39,52.51,511,2199,825,-59,13.4,Good
33.47,58.42,570,2153,980,-66,11.2,Moderate
28.49,53.09,515,2021,895,-70,12.2,Good
30.63,53.52,482,1932,903,-63,13.0,Good
32.94,54.81,582,1950,1004,-58,13.1,Moderate
24.1,50.0,469,1904,884,-62,12.0,Good
28.17,53.49,471,2253,863,-63,10.2,Good
27.73,50.58,459,1987,799,-55,13.8,Good
26.14,36.65,404,1986,922,-58,12.0,Good
31.69,51.48,531,1920,1001,-61,11.4,Moderate
33.66,51.34,585,2009,829,-55,12.1,Moderate
46.16,55.77,1077,2082,1143,-61,15.8,Hazardous
29.66,54.89,461,2081,922,-61,11.9,Good
29.5,55.39,491,2017,901,-56,11.8,Good
29.22,75.7,692,2181,1337,-53,11.2,Moderate
29.12,49.09,404,1846,810,-60,13.7,Good
27.88,50.79,461,2005,861,-59,13.2,Good
29.28,48.08,456,2007,877,-65,8.8,Good
28.95,55.37,487,1866,904,-63,13.1,Good
27.51,59.31,425,2053,827,-54,11.7,Good
28.89,51.43,485,1997,941,-52,12.2,Good
28.01,51.19,500,1867,895,-57,10.9,Good
30.65,54.07,450,1859,851,-64,11.3,Good
29.4,46.67,531,2258,866,-70,13.9,Moderate
30.04,56.15,486,1930,896,-57,14.0,Good
31.2,49.72,427,2166,902,-69,11.2,Good
31.79,50.93,455,2101,850,-48,12.3,Good
30.46,55.89,453,2020,794,-62,14.0,Good
29.22,55.76,544,2042,987,-60,9.8,Moderate
27.32,47.14,430,1834,939,-55,11.6,Good
29.25,56.57,476,1897,915,-57,13.3,Good
28.8,54.62,434,2053,806,-63,14.2,Good
43.19,47.99,878,2014,1221,-54,12.9,Hazardous
28.64,55.16,635,2119,938,-61,16.1,Moderate
29.34,50.68,531,1971,854,-56,12.2,Good
31.3,44.95,526,1982,915,-50,13.2,Good
36.09,57.05,464,1979,900,-60,12.7,Moderate
33.52,50.28,750,2855,864,-66,12.8,Hazardous
29.95,77.79,625,1998,1404,-60,12.2,Poor
29.31,55.52,460,1951,875,-63,14.3,Good
26.84,46.99,462,1842,880,-61,11.0,Good
29.21,61.1,458,1940,844,-54,12.0,Good
26.87,57.1,508,2139,828,-57,10.7,Good
30.92,56.07,474,1900,920,-59,13.0,Good
28.32,66.65,431,1951,857,-53,12.5,Good
29.06,44.44,561,2026,1099,-57,10.2,Moderate
29.7,47.82,451,1916,871,-59,12.2,Good
30.64,52.93,409,1955,864,-62,11.7,Good
28.01,45.33,423,2077,808,-57,11.8,Good
31.57,45.89,448,1842,877,-62,10.3,Good
28.3,42.08,512,2136,835,-58,15.6,Good
30.41,54.88,438,1910,861,-51,10.3,Good
28.53,57.29,465,2156,911,-59,11.9,Good
28.97,54.18,494,2225,815,-60,12.7,Good
27.49,50.08,424,1993,887,-69,11.5,Good
27.32,54.39,488,2016,905,-49,13.4,Good
30.7,48.14,624,2023,903,-66,11.8,Moderate
31.24,59.58,517,2084,922,-61,11.9,Good
30.34,54.72,393,2010,851,-61,14.2,Good
27.41,73.12,798,2017,1376,-64,13.7,Poor
29.57,52.04,488,1917,803,-59,10.9,Good
27.03,93.67,599,2045,1104,-59,12.6,Poor
26.93,55.15,535,2101,887,-62,12.3,Good
29.84,57.6,520,1938,808,-57,11.8,Good
27.46,52.9,529,2008,856,-54,12.5,Good
29.86,45.23,461,2136,861,-55,10.0,Good
35.81,58.58,1192,2012,1276,-67,11.4,Hazardous
29.81,56.73,397,1928,846,-56,14.6,Good
26.2,43.3,481,2045,891,-65,11.9,Good
27.4,52.19,532,2112,799,-61,12.1,Good
54.54,61.17,940,2074,1262,-52,12.6,Hazardous
29.44,56.07,431,2001,878,-61,12.3,Good
27.99,43.85,462,1821,871,-66,13.4,Good
28.13,55.42,477,2086,872,-53,12.2,Good
29.88,47.59,495,2184,872,-63,10.4,Good
26.93,44.27,480,1923,899,-54,12.6,Good
26.66,43.67,456,2001,865,-58,13.4,Good
37.08,49.94,718,2979,860,-69,11.0,Hazardous
31.0,52.51,471,2049,981,-59,11.8,Good
28.79,52.22,466,2075,792,-53,12.2,Good
25.73,42.09,514,2221,814,-64,11.2,Good
29.03,53.16,440,2134,898,-53,12.0,Good
36.85,57.64,755,2925,835,-53,11.3,Hazardous
30.18,51.86,565,2113,992,-56,11.9,Moderate
26.93,51.38,413,1988,834,-60,12.3,Good
28.33,40.39,456,2037,853,-62,12.2,Good
28.28,49.41,526,2017,880,-63,11.4,Good
32.03,49.73,619,1976,1025,-57,11.9,Moderate
29.01,51.12,440,1977,915,-54,13.4,Good
30.17,53.04,451,2056,804,-63,13.7,Good
28.46,54.75,423,2127,825,-66,13.8,Good
29.0,55.66,456,1986,912,-64,14.2,Good
30.63,55.67,416,1989,825,-56,14.6,Good
46.54,51.75,665,1951,1325,-60,8.4,Hazardous
29.04,54.48,421,1876,795,-59,11.5,Good
27.19,39.52,429,1934,846,-60,13.1,Good
27.97,57.75,484,2007,826,-58,11.4,Good
28.76,59.08,455,1999,950,-58,13.7,Good
31.26,50.34,531,2144,899,-54,11.0,Good
29.61,48.43,495,2174,888,-58,11.8,Good
